ID,Aboriginal,Age,Major field of study,Years of Education,Provincial Minimum Wage,Census Metropolitan Area,Part Time Job,Generation Status,Married,Industry Sectors,Occupation Major Groups,Occupation Broad Categories,Sex,Visible Minority,Wages
590557,0,62,0,12,10.75,999,0,4,0,17,19,7,0,0,14000
323568,0,27,0,16,11.0,999,1,4,0,15,8,2,0,0,9000
222529,0,37,0,13,10.75,462,0,1,1,15,19,7,1,1,40000
863316,0,37,0,0,10.75,999,0,1,0,18,23,7,0,1,21000
435956,0,67,0,16,11.2,825,0,4,1,14,15,5,1,0,82000
919310,0,52,0,12,10.75,999,1,4,1,7,20,7,0,0,15000
191640,0,42,0,16,10.75,999,0,1,1,88,88,88,1,1,36000
734228,0,32,1,15,10.75,462,0,1,1,18,16,5,0,1,10000
488156,0,62,0,16,10.75,999,0,4,1,19,8,2,1,0,76000
449001,0,32,0,9,11.2,825,0,4,1,5,30,10,1,0,42000
744432,0,62,0,14,11.2,835,0,4,1,15,11,4,1,0,76000
217767,0,52,0,16,11.25,535,1,1,1,12,17,6,0,1,1000
711164,0,42,0,13,11.25,535,0,1,0,13,30,10,0,1,2000
48950,0,32,0,12,10.75,462,0,4,1,13,7,2,1,0,43000
804067,0,57,1,14,10.75,421,0,4,1,7,3,1,1,0,46000
563386,0,32,0,14,10.75,505,0,1,1,4,4,1,1,1,53000
756104,0,37,0,16,10.75,462,1,1,1,17,21,7,1,0,14000
795103,0,37,0,16,11.25,535,0,3,1,12,9,3,0,0,33000
433623,0,27,0,16,10.75,462,0,1,1,17,22,7,0,1,11000
443179,0,52,0,13,10.75,421,0,4,1,14,23,7,1,0,38000
463283,0,27,0,12,10.45,933,0,4,1,6,24,8,1,0,39000
455906,0,27,0,16,10.65,399,0,4,1,16,23,7,0,0,30000
516650,0,42,0,13,10.75,999,0,4,1,7,20,7,0,0,17000
379197,0,52,0,9,11.0,602,1,4,0,7,22,7,0,0,29000
439119,0,47,1,18,11.25,535,0,1,1,14,13,5,0,1,34000
350198,0,27,0,9,10.75,421,0,4,1,15,12,4,0,0,32000
328856,1,22,0,12,11.2,835,1,4,1,17,22,7,0,0,2000
860967,0,62,0,9,11.25,541,0,4,1,5,27,8,1,0,54000
476314,0,52,0,14,11.2,835,1,4,1,11,18,7,0,0,36000
738942,0,27,0,12,11.25,599,1,4,1,7,22,7,0,0,3000
391191,0,47,0,14,11.25,535,0,2,0,14,13,5,0,0,100000
319046,0,27,0,14,11.25,532,0,4,1,7,17,6,0,0,41000
139131,0,27,0,14,10.75,462,0,4,1,15,15,5,0,0,14000
185763,0,57,0,13,10.75,462,0,4,0,18,19,7,0,0,21000
608782,0,47,0,12,10.45,933,0,1,1,7,20,7,0,0,18000
719985,0,42,1,14,11.25,535,0,1,1,13,23,7,0,1,24000
924114,1,62,0,12,10.45,999,1,4,1,14,23,7,0,0,39000
820077,0,37,0,14,11.25,999,1,1,1,15,8,2,0,0,30000
202378,1,22,0,9,11.25,999,1,4,0,17,23,7,0,0,7000
688203,0,47,0,14,11.25,505,0,4,1,15,2,1,0,0,34000
58152,0,17,0,12,11.25,532,1,4,0,17,23,7,0,0,20000
715427,0,27,0,12,11.25,555,0,4,1,5,29,10,1,0,28000
7264,0,17,0,12,11.25,532,1,4,0,7,20,7,0,0,1000
440014,0,47,0,13,11.0,602,0,1,1,18,10,3,1,0,51000
574218,1,37,0,12,11.25,999,1,4,1,7,22,7,0,0,5000
827825,0,22,0,14,10.75,462,1,2,1,7,22,7,0,1,9000
917071,0,32,0,13,11.25,535,0,2,1,12,10,3,1,0,49000
465983,0,37,0,13,11.25,535,1,1,1,16,23,7,0,1,1000
765832,1,42,0,9,11.25,535,0,4,0,19,8,2,0,0,49000
489981,0,27,0,12,11.2,999,0,4,0,10,8,2,0,0,36000
307925,0,22,0,18,11.2,825,0,1,1,7,21,7,0,1,1000
348791,0,27,0,16,10.75,462,0,4,1,14,13,5,0,0,39000
927251,0,32,1,16,10.45,933,0,1,0,9,9,3,1,1,130000
209055,0,62,0,12,11.25,535,1,4,1,13,8,2,0,0,15000
164980,0,27,0,15,10.75,462,0,4,1,15,11,4,0,0,67000
166272,0,27,1,16,11.25,535,0,1,0,7,20,7,0,0,39000
346397,0,22,0,13,10.75,999,0,4,1,4,24,8,1,0,36000
440438,0,22,0,14,10.45,933,0,1,0,15,15,5,0,1,11000
8632,0,22,0,12,10.5,999,1,4,0,7,22,7,1,0,6000
193426,0,27,0,12,11.25,535,0,1,0,5,30,10,0,1,2000
503915,0,27,0,12,10.75,462,1,4,1,17,21,7,0,0,17000
420489,0,52,0,16,10.75,462,0,1,1,7,3,1,1,1,41000
561074,0,27,0,17,11.25,535,1,2,0,7,20,7,0,0,17000
844844,0,22,0,16,10.75,462,0,4,1,14,13,5,0,0,32000
119163,0,37,0,14,10.45,999,0,4,0,5,10,3,1,0,59000
783790,0,37,0,12,11.25,999,0,4,1,5,29,10,1,0,59000
89847,0,52,0,12,10.45,933,0,1,1,10,8,2,0,0,50000
739469,0,52,0,14,11.25,535,0,1,1,14,14,5,0,1,37000
670581,0,22,0,16,11.25,505,1,4,0,7,22,7,0,0,13000
488751,0,57,0,16,10.75,999,0,4,1,4,24,8,1,0,36000
886073,0,22,0,9,11.2,825,1,1,0,17,21,7,1,1,10000
267578,0,32,0,13,10.5,999,0,4,1,18,21,7,0,0,13000
842404,0,22,0,16,11.25,532,1,3,1,7,20,7,0,0,8000
202845,0,27,0,16,11.25,535,0,3,1,10,5,2,0,0,45000
134981,0,37,0,9,10.75,462,0,1,1,17,19,7,1,1,30000
272354,0,32,0,12,10.45,933,0,2,0,15,8,2,0,1,43000
392693,0,52,1,14,10.45,933,0,1,1,5,29,10,1,1,24000
461985,0,52,0,14,10.75,462,0,4,1,15,6,2,0,0,63000
69143,0,37,0,14,11.25,999,0,3,1,19,16,5,1,0,62000
484658,1,37,0,14,10.75,999,0,4,1,14,15,5,0,0,42000
692739,1,37,0,16,10.45,988,1,4,1,17,23,7,0,0,18000
590584,0,37,0,15,10.75,462,0,4,1,6,6,2,0,0,51000
801479,1,22,0,9,10.45,999,1,4,1,7,22,7,0,0,8000
631568,0,37,0,14,10.45,933,1,4,0,15,6,2,0,0,10000
868557,0,37,0,9,11.2,999,0,4,1,4,23,7,1,0,72000
553797,0,52,0,13,10.75,421,0,4,1,13,28,9,1,0,26000
416397,0,62,0,12,10.45,933,1,4,1,15,16,5,0,0,48000
710944,0,42,0,9,11.25,535,0,4,1,7,22,7,0,0,26000
373184,0,27,0,14,10.75,462,0,4,0,6,10,3,1,0,35000
814571,0,22,0,12,10.5,799,0,1,0,88,19,7,1,1,25000
180630,0,52,0,9,10.45,933,0,1,0,15,16,5,0,1,39000
390926,0,22,0,12,10.45,988,1,4,0,7,22,7,0,0,7000
399809,0,37,0,9,11.25,535,0,4,0,10,6,2,0,0,66000
745709,0,67,0,14,11.25,535,0,4,1,10,2,1,0,0,69000
814715,0,27,0,16,11.2,999,1,1,1,17,88,88,0,1,3000
710747,0,32,0,16,10.45,933,0,4,1,12,2,1,1,0,48000
848796,0,27,0,12,10.75,505,1,4,1,7,18,7,0,0,10000
911523,0,22,0,12,11.25,539,0,4,1,7,23,7,1,0,20000
679058,0,17,0,12,11.25,535,1,4,0,16,17,6,1,0,4000
431917,0,32,0,13,10.75,999,0,4,1,7,18,7,1,0,24000
312302,0,27,1,14,11.2,999,0,1,1,17,19,7,0,1,24000
903630,0,17,0,9,11.0,602,1,4,0,13,21,7,0,0,1000
790791,0,47,0,16,11.25,535,1,1,0,18,21,7,0,1,8000
167528,0,27,0,14,10.7,999,0,4,1,13,21,7,0,0,24000
508642,0,47,1,9,10.75,462,0,2,1,7,3,1,1,0,70000
85047,0,52,0,12,11.25,555,0,4,0,15,88,88,0,0,38000
55775,0,32,0,9,11.25,535,0,1,1,5,30,10,1,1,33000
880050,0,22,0,14,11.25,999,0,4,1,1,29,10,0,0,14000
611586,0,22,0,12,11.2,835,1,4,0,17,21,7,0,0,5000
698199,0,17,0,12,11.2,825,1,1,0,17,19,7,1,1,21000
555680,0,52,0,16,11.25,555,0,3,0,88,88,88,0,0,46000
649865,0,32,0,16,10.45,988,0,4,1,14,6,2,0,0,40000
264488,0,57,0,12,10.75,421,0,4,0,8,27,8,1,0,65000
396645,0,22,0,12,10.75,462,1,1,0,17,23,7,1,1,11000
920050,0,57,0,0,10.45,933,1,1,1,17,88,88,0,1,6000
413603,0,47,0,12,11.2,835,0,1,1,7,3,1,1,0,130000
873726,0,22,0,12,11.25,535,1,1,0,7,22,7,0,1,12000
920241,0,27,0,9,10.75,462,0,1,1,5,30,10,0,1,21000
542048,0,37,1,16,11.25,535,0,2,1,9,21,7,1,1,40000
470468,0,27,0,16,10.75,999,1,4,1,8,27,8,1,0,1
269701,0,37,1,14,10.5,999,0,4,1,7,22,7,0,0,18000
300622,0,52,0,14,11.25,535,0,2,1,14,2,1,0,0,47000
178950,0,52,0,9,11.25,537,0,4,1,18,22,7,0,0,9000
76339,0,32,0,18,11.2,999,0,1,1,17,88,88,0,1,8000
634596,0,27,0,14,11.2,999,0,4,0,2,29,10,0,0,10000
14675,0,27,0,16,10.75,421,0,4,1,15,12,4,0,0,11000
596860,0,27,0,13,10.75,999,0,4,1,5,30,10,1,0,32000
306943,0,22,0,14,10.75,999,0,4,1,7,20,7,0,0,16000
415408,0,32,0,9,11.25,535,0,3,1,7,26,8,1,0,67000
461230,0,27,0,12,10.5,999,0,4,1,7,7,2,0,0,46000
69797,0,42,0,16,10.45,933,0,4,1,19,16,5,1,0,140000
177579,0,27,0,14,10.75,421,0,4,1,10,7,2,1,0,53000
921469,0,32,0,15,11.2,825,0,2,1,2,14,5,0,1,75000
926313,0,47,0,14,11.25,539,1,4,0,17,23,7,1,0,4000
152686,1,22,0,12,10.45,935,1,4,0,7,21,7,0,0,1000
91155,0,42,0,13,11.2,999,0,1,1,5,24,8,1,1,56000
865696,0,47,0,14,10.45,933,0,1,1,18,23,7,0,1,40000
927704,0,37,0,9,11.2,999,0,1,1,1,28,9,1,0,59000
928787,0,32,0,16,11.25,535,0,4,1,14,15,5,0,0,33000
554865,0,47,0,21,11.25,535,1,1,1,14,13,5,1,1,7000
537345,0,52,0,12,10.75,999,1,4,1,17,19,7,1,0,15000
926056,0,27,0,12,11.25,535,0,4,0,5,30,10,1,0,25000
728709,0,27,0,16,10.75,462,0,4,1,16,21,7,0,0,8000
924304,0,67,0,9,10.75,462,1,4,1,14,21,7,0,0,18000
99345,1,27,0,12,10.45,933,0,4,0,10,6,2,0,0,34000
545048,0,32,0,12,10.75,999,0,4,1,17,23,7,1,0,15000
783614,0,67,1,21,11.25,999,0,1,1,14,88,88,1,0,26000
843887,0,42,0,18,10.75,462,0,4,1,13,9,3,0,0,51000
693565,0,17,0,12,10.45,935,0,2,0,17,88,88,1,0,13000
160430,0,57,0,12,11.25,505,0,4,1,16,22,7,0,0,18000
344465,0,62,0,12,11.2,999,1,4,1,15,8,2,0,0,36000
353281,0,17,0,9,11.25,999,1,4,0,7,22,7,0,0,4000
676726,0,57,0,18,11.25,535,1,1,1,7,7,2,1,1,1
164542,0,52,0,9,10.75,462,0,1,1,18,23,7,1,0,8000
804990,0,27,0,12,10.75,999,0,4,1,7,18,7,0,0,7000
603232,0,42,1,18,11.2,835,0,1,1,4,24,8,1,1,15000
490531,0,52,0,14,11.25,535,0,1,0,9,21,7,0,1,43000
467911,0,22,0,14,10.75,505,0,3,1,15,12,4,0,0,66000
490265,0,47,0,16,10.75,462,1,1,1,14,13,5,0,1,5000
717366,0,22,0,12,10.65,999,1,4,0,17,21,7,0,0,2000
266732,0,47,0,9,10.45,999,0,3,1,18,27,8,1,0,54000
607373,0,32,0,14,10.45,933,0,1,1,15,14,5,1,1,5000
895811,0,52,0,16,11.25,535,0,1,1,13,23,7,1,1,10000
442302,0,57,0,12,10.7,205,0,4,1,10,18,7,1,1,59000
179600,0,47,0,12,10.75,462,0,1,1,4,24,8,1,0,25000
530475,0,57,0,14,10.45,988,1,4,1,17,23,7,0,0,12000
65748,0,27,0,12,11.25,535,0,4,0,14,23,7,1,0,53000
401769,0,37,0,18,10.75,462,0,1,0,13,8,2,0,1,10000
538299,0,37,0,18,11.25,537,0,4,1,19,5,2,1,0,77000
466214,0,62,0,9,10.45,999,0,1,1,8,27,8,1,0,68000
380038,0,47,0,12,11.25,505,1,4,1,7,22,7,0,0,4000
210224,0,27,0,12,10.7,999,0,4,1,13,28,9,1,0,32000
874218,0,22,0,14,11.0,602,1,1,0,15,16,5,0,1,40000
237384,0,32,0,14,11.25,535,0,1,1,10,9,3,1,1,70000
60709,0,67,1,17,11.2,825,0,1,1,19,9,3,1,0,88000
153320,0,42,0,21,10.45,933,0,1,1,19,9,3,1,1,83000
479100,0,37,0,14,11.25,535,0,4,1,19,6,2,0,0,77000
668735,0,37,0,13,10.75,462,0,4,1,18,8,2,0,0,30000
912334,0,62,0,12,11.25,541,0,4,0,7,20,7,0,0,25000
142247,0,52,0,14,11.25,535,0,1,0,14,15,5,0,1,40000
68406,0,27,0,12,11.25,541,0,4,1,7,7,2,1,0,28000
131617,0,32,0,16,10.45,933,0,3,1,7,18,7,0,0,46000
16390,0,42,1,16,10.75,999,0,4,1,14,13,5,0,0,41000
558005,0,42,1,18,11.25,535,1,1,1,7,22,7,1,1,18000
243052,0,27,1,18,10.45,933,0,4,1,6,9,3,1,0,120000
426919,0,22,0,12,10.45,935,0,4,1,5,88,88,0,0,17000
184110,0,47,0,12,10.45,933,0,1,1,15,4,1,1,1,68000
229917,0,37,0,16,11.2,825,0,1,1,12,6,2,1,1,120000
53012,0,42,0,14,11.25,535,0,1,1,15,12,4,0,1,40000
754455,0,37,0,18,11.25,535,1,1,1,15,8,2,0,0,25000
196857,0,32,1,16,10.75,505,0,4,1,9,2,1,1,0,140000
66279,0,37,0,16,10.7,205,0,4,1,88,17,6,1,0,5000
202905,0,67,0,18,11.2,835,1,1,1,9,17,6,0,0,16000
362433,1,42,0,16,10.45,933,0,4,1,10,5,2,1,0,250000
761747,0,42,0,14,10.45,933,1,4,0,14,16,5,0,0,34000
839324,0,37,0,12,10.45,933,0,4,1,5,30,10,1,0,52000
107354,0,42,0,9,11.25,999,0,4,1,1,28,9,0,1,26000
124239,0,57,0,9,10.75,999,0,4,1,15,19,7,1,0,23000
34697,0,62,0,16,10.45,933,0,1,1,13,21,7,1,1,27000
682324,0,27,0,16,11.25,535,1,3,1,18,23,7,0,0,8000
142249,0,42,0,16,11.2,835,0,1,1,15,12,4,1,1,18000
164690,0,67,0,12,10.75,462,0,4,1,12,7,2,1,0,14000
365180,0,62,0,14,10.45,933,0,4,0,14,88,88,1,0,74000
628184,0,22,0,13,11.2,999,0,4,1,17,19,7,0,0,25000
381585,0,42,0,13,10.75,462,0,4,0,7,22,7,0,0,23000
662604,0,27,0,12,11.25,535,0,4,1,5,29,10,1,0,67000
445019,0,37,0,16,11.25,535,0,1,1,13,21,7,1,1,31000
891935,0,42,0,12,11.25,535,0,1,1,13,23,7,1,1,30000
653275,0,42,0,16,11.0,602,1,1,1,15,12,4,0,1,38000
723626,0,37,0,12,11.25,535,0,4,1,4,10,3,1,0,35000
818049,1,57,1,16,11.25,505,0,3,1,19,9,3,1,0,52000
206220,0,17,0,12,10.65,399,0,4,0,7,23,7,1,0,17000
753750,0,32,0,12,10.75,462,0,2,1,10,18,7,1,0,32000
525116,0,17,0,12,11.25,505,1,1,0,16,88,88,1,0,14000
658204,0,27,0,18,11.25,535,0,4,1,18,14,5,1,0,38000
309432,0,37,0,12,10.75,505,0,4,1,7,18,7,1,0,9000
76009,0,32,0,15,10.75,462,1,1,1,15,11,4,0,1,55000
763728,0,42,0,9,10.75,462,0,4,0,17,23,7,0,0,23000
70788,0,17,0,12,11.25,535,1,1,0,19,17,6,0,1,4000
699595,1,27,0,16,11.25,599,0,4,1,15,14,5,0,0,29000
884996,0,47,0,12,10.65,999,0,4,0,13,28,9,1,0,21000
678582,0,32,0,12,11.25,535,0,2,0,7,20,7,0,1,29000
633682,0,52,0,16,11.0,602,1,1,1,7,88,88,1,1,12000
286857,0,27,0,9,10.75,462,0,4,1,7,22,7,1,0,36000
478159,0,57,0,13,10.75,999,0,4,1,5,29,10,1,0,55000
519761,0,27,0,14,10.45,988,0,4,1,15,8,2,0,0,50000
96515,0,32,1,18,10.75,462,0,1,1,12,9,3,1,1,20000
636466,0,32,0,14,11.25,537,0,4,0,19,10,3,1,0,18000
733599,0,27,1,15,10.75,462,0,1,1,7,19,7,0,0,31000
750124,0,17,0,12,10.65,999,1,4,0,16,88,88,0,0,10000
224714,0,42,0,12,10.45,933,0,1,1,8,26,8,1,1,47000
321698,0,22,0,16,10.75,462,0,4,1,15,15,5,0,0,41000
96903,1,47,0,14,11.2,825,0,4,0,7,20,7,0,0,55000
716862,0,27,0,13,10.5,999,0,4,1,4,24,8,1,0,100000
504750,0,17,0,9,10.45,933,1,4,0,7,22,7,1,0,13000
796909,0,27,0,13,10.75,462,0,4,0,10,18,7,1,0,4000
770905,0,37,0,13,10.45,933,0,4,1,17,19,7,0,0,17000
141027,0,37,0,14,10.75,462,0,4,1,12,9,3,0,0,50000
123997,0,67,0,12,11.25,535,0,4,1,18,27,8,1,0,40000
885136,0,37,0,13,10.75,505,0,4,1,7,88,88,0,0,22000
142237,0,32,0,13,11.0,999,0,4,1,15,15,5,0,0,26000
920822,0,37,0,12,10.5,999,0,4,1,7,22,7,0,0,34000
760510,0,27,0,12,10.45,999,0,1,1,12,10,3,1,0,27000
391634,0,27,0,16,11.25,537,1,3,1,7,22,7,0,0,22000
100641,0,32,0,14,10.75,462,0,4,0,12,6,2,0,0,10000
469597,0,57,0,12,11.2,999,0,4,1,18,30,10,1,0,50000
177898,0,37,0,14,11.0,999,1,4,1,15,12,4,0,0,14000
832393,0,57,0,16,10.45,933,0,1,1,14,13,5,1,1,84000
365360,0,27,0,0,10.5,799,0,1,1,17,19,7,0,0,3000
166990,0,47,0,9,10.65,399,0,4,1,13,23,7,1,0,7000
742667,0,62,0,13,11.25,535,0,1,1,6,25,8,1,0,64000
91616,0,52,0,14,11.2,999,0,4,0,7,22,7,0,0,29000
647322,0,42,0,15,10.75,462,0,4,1,7,21,7,1,0,59000
70351,0,27,0,12,10.45,933,0,2,1,13,20,7,1,1,49000
512828,0,47,0,14,11.25,535,0,2,1,17,21,7,1,1,57000
136459,0,32,0,12,11.25,537,0,4,1,7,21,7,0,0,24000
683058,0,22,0,9,10.75,999,0,4,1,7,22,7,0,0,20000
55840,1,42,0,12,11.0,999,1,4,1,13,26,8,1,0,9000
605646,0,17,0,12,11.25,505,0,4,1,17,22,7,1,0,15000
577436,0,42,0,9,10.45,933,0,1,1,5,30,10,1,1,32000
888318,0,32,0,14,10.5,799,0,4,1,2,6,2,0,0,26000
303708,0,27,0,0,11.25,999,1,1,0,17,88,88,0,1,7000
924874,0,32,0,16,10.45,933,0,4,1,12,14,5,1,1,200000
647293,0,22,0,13,11.25,539,1,4,1,17,21,7,0,0,15000
669708,1,32,0,14,10.5,999,0,4,1,15,12,4,0,0,54000
920865,0,47,0,12,11.2,825,0,4,1,7,21,7,1,0,19000
47702,0,22,0,14,10.75,462,0,4,1,8,19,7,0,0,40000
261927,0,37,0,14,10.7,999,0,4,0,88,8,2,0,0,29000
761443,0,22,0,16,10.7,205,0,4,1,17,19,7,1,0,1000
513369,0,22,0,14,11.0,602,0,4,1,5,24,8,1,0,34000
910224,0,37,0,9,10.45,999,0,3,0,6,30,10,1,0,19000
807685,0,47,0,12,10.45,935,0,4,0,15,5,2,0,0,60000
652135,0,37,0,17,11.25,535,0,1,1,8,8,2,0,0,39000
374617,0,32,1,13,10.75,462,1,1,0,8,21,7,0,1,11000
695339,0,47,0,14,11.25,539,1,4,0,7,22,7,0,0,17000
103079,1,27,0,12,11.0,999,1,4,0,17,21,7,0,0,7000
636064,1,22,0,9,10.75,999,1,4,1,15,16,5,1,0,8000
210278,0,37,0,15,10.75,462,0,1,1,5,29,10,0,1,21000
173407,0,27,1,14,10.75,421,0,4,1,10,9,3,1,0,60000
781969,0,52,0,14,10.75,999,0,4,1,18,6,2,0,0,30000
801573,0,27,0,16,11.25,535,0,2,1,17,21,7,1,1,23000
212430,0,52,0,12,11.25,999,0,4,1,8,9,3,1,0,120000
73301,0,37,0,16,10.45,935,0,2,1,19,6,2,0,0,120000
362304,0,27,0,12,11.2,825,0,1,1,11,23,7,1,1,50000
236363,1,27,0,9,10.75,999,0,4,0,88,23,7,0,0,9000
763520,0,32,0,16,10.45,999,0,1,1,88,88,88,1,1,37000
474744,0,27,0,14,10.75,462,0,4,1,17,3,1,1,0,35000
208010,0,37,0,16,11.25,535,0,4,0,13,21,7,0,0,26000
290507,0,62,0,12,10.75,999,0,4,1,19,5,2,1,0,75000
298253,0,17,0,13,10.75,999,0,4,0,18,19,7,1,0,10000
673746,0,22,0,12,11.2,835,0,4,1,15,20,7,1,0,39000
520997,0,62,0,13,11.25,537,1,1,1,8,27,8,1,0,12000
420729,0,37,0,17,10.75,421,0,4,1,7,3,1,0,0,43000
121396,0,52,0,12,10.75,421,0,4,1,17,23,7,0,0,10000
492662,0,27,1,16,11.25,535,1,1,1,18,2,1,0,0,12000
50408,1,27,0,9,11.2,999,0,4,1,15,19,7,1,0,12000
782507,0,27,0,12,11.25,537,1,4,1,7,20,7,0,0,21000
582230,0,47,0,14,10.45,988,0,4,1,18,19,7,0,0,23000
772831,0,27,0,14,11.25,555,0,4,1,15,8,2,0,0,2000
541673,0,42,0,14,11.25,539,0,4,1,7,3,1,0,0,24000
308571,0,42,0,13,11.25,588,1,4,1,15,12,4,0,0,24000
666302,0,67,0,12,10.45,933,0,1,1,17,21,7,1,1,21000
628771,0,52,0,14,11.25,541,0,4,1,16,7,2,0,0,37000
364255,0,32,0,9,11.25,535,0,1,0,15,16,5,0,1,44000
874698,0,22,0,12,10.45,999,1,3,1,7,22,7,1,0,15000
401579,0,37,1,18,11.2,835,0,4,1,12,9,3,1,0,110000
64588,0,37,0,16,11.0,602,0,3,0,15,15,5,0,0,45000
88608,0,22,0,12,10.75,462,1,2,0,7,20,7,0,1,3000
866159,0,42,1,21,11.25,535,0,1,1,14,9,3,0,0,58000
531805,0,27,0,16,10.7,205,1,4,1,14,17,6,0,1,14000
539774,0,52,0,12,11.2,835,1,1,1,17,21,7,0,1,11000
866579,0,22,0,12,11.2,835,1,1,0,7,22,7,0,1,4000
834795,0,22,0,12,11.25,577,0,4,0,5,30,10,1,0,30000
217538,0,32,0,9,11.2,825,1,1,0,13,27,8,1,0,5000
575423,0,42,0,15,10.45,933,0,1,1,5,8,2,0,1,31000
897721,0,32,0,18,11.2,825,0,4,1,12,14,5,1,0,31000
809365,0,32,0,12,11.2,835,0,4,0,13,21,7,0,0,17000
802793,0,42,0,13,10.75,999,1,3,0,15,12,4,0,0,7000
495080,0,22,0,12,11.25,535,0,4,1,17,19,7,1,0,25000
536502,0,22,0,14,11.25,535,0,4,1,17,19,7,1,0,17000
406161,0,67,0,9,11.25,535,1,1,1,12,15,5,1,1,3000
853607,0,27,0,16,10.45,933,0,1,1,6,14,5,1,0,1000
16817,0,57,0,12,11.25,555,0,4,1,17,19,7,0,0,30000
327278,0,37,0,16,10.75,462,0,4,1,14,15,5,1,0,52000
552608,0,42,0,12,10.65,399,0,4,1,15,15,5,0,0,32000
281446,0,57,0,9,10.75,462,1,1,1,88,88,88,0,0,5000
255761,0,47,0,21,11.25,535,0,1,1,15,14,5,0,1,47000
432351,0,37,0,18,10.45,935,0,4,1,19,13,5,0,0,48000
114483,0,27,0,18,11.25,535,0,1,0,15,14,5,0,1,32000
201676,0,42,1,13,10.75,462,0,1,0,5,30,10,1,1,77000
50392,0,42,0,14,10.75,999,0,4,1,10,18,7,0,0,52000
124786,0,42,0,12,10.75,462,0,1,1,18,12,4,0,1,30000
362201,1,52,0,9,10.75,999,0,4,1,15,23,7,0,0,38000
795565,0,47,0,12,11.25,535,0,1,1,17,3,1,1,1,11000
190814,0,37,0,12,10.45,999,0,4,0,17,3,1,1,0,21000
405433,0,32,0,9,11.25,535,0,1,1,17,22,7,0,1,22000
869236,0,52,0,12,10.75,999,0,4,0,88,88,88,0,0,7000
897777,0,37,0,16,10.75,462,0,1,1,10,2,1,1,1,47000
858218,0,32,0,12,10.45,935,0,4,1,19,16,5,1,0,81000
567313,0,37,0,14,10.45,999,0,4,1,19,6,2,0,0,48000
654920,0,57,0,9,11.25,599,1,4,0,17,19,7,0,0,9000
911997,0,17,0,12,11.25,537,0,2,0,18,88,88,1,1,7000
761725,0,22,0,13,10.75,999,0,4,1,5,30,10,1,0,22000
543961,0,42,0,16,10.5,799,0,1,1,17,23,7,0,1,24000
240532,0,22,0,12,11.25,505,1,4,1,16,17,6,0,0,7000
428300,0,57,0,13,11.25,999,0,4,1,16,2,1,1,0,6000
252701,0,52,0,12,10.7,205,0,1,1,19,88,88,1,1,75000
919854,0,37,0,12,11.25,999,1,4,0,7,18,7,1,0,26000
839022,0,22,0,12,11.25,535,1,1,1,17,22,7,0,1,2000
152497,0,47,0,12,10.75,462,1,1,1,7,21,7,0,0,46000
614873,0,62,0,9,11.25,541,0,4,1,5,29,10,1,0,72000
50323,0,27,0,16,11.25,535,0,3,1,12,15,5,0,0,50000
238372,0,22,0,13,10.75,999,0,4,1,7,8,2,1,0,29000
291677,0,22,0,12,10.45,933,1,4,1,7,20,7,0,0,32000
278828,0,52,0,14,11.2,999,0,4,1,19,7,2,1,0,10000
265200,0,37,0,12,10.75,462,0,1,1,5,29,10,1,1,24000
456326,0,32,0,14,11.25,535,0,1,0,13,30,10,0,1,22000
87482,0,27,0,12,10.75,462,0,1,1,10,6,2,0,1,8000
644514,0,27,0,16,10.45,988,0,4,1,17,23,7,0,0,18000
544848,0,42,0,14,10.45,933,0,4,1,15,12,4,0,1,76000
174567,0,27,0,9,11.2,999,0,4,1,18,24,8,1,0,43000
536528,0,42,0,16,11.25,535,0,1,0,12,5,2,0,1,36000
833876,0,67,0,9,10.75,999,1,4,1,17,23,7,0,0,1000
579947,0,22,0,9,10.75,462,0,4,1,17,19,7,1,0,14000
902468,0,27,0,12,10.75,462,0,1,1,5,6,2,0,0,4000
599219,0,57,0,15,11.25,535,0,1,1,15,11,4,0,1,91000
392743,0,22,0,9,11.25,535,0,4,1,7,19,7,0,0,1
607191,0,62,0,9,11.0,602,0,4,1,13,21,7,1,0,41000
219551,0,62,0,12,10.7,205,0,4,1,11,23,7,1,0,3000
260130,0,37,0,12,10.45,933,0,4,1,7,3,1,1,0,120000
172212,0,22,0,12,11.0,602,0,1,0,17,23,7,0,1,11000
606399,0,27,0,9,10.45,999,0,3,1,7,3,1,0,0,32000
311775,0,42,0,14,11.2,999,0,3,0,19,2,1,0,0,110000
753276,0,57,0,15,10.75,462,0,4,0,14,20,7,0,0,4000
269129,0,22,0,9,10.75,462,0,4,0,7,19,7,1,0,29000
670279,0,32,0,17,10.75,462,0,1,1,18,14,5,0,0,33000
421191,0,32,0,14,11.25,505,0,4,1,19,5,2,0,0,41000
874033,0,32,0,9,10.5,999,0,4,1,2,28,9,1,0,99000
695300,0,52,0,14,11.25,539,0,4,0,10,18,7,0,0,42000
487122,0,47,0,12,11.25,535,1,2,1,7,18,7,1,1,44000
664671,0,27,0,12,10.45,999,0,4,1,6,88,88,1,0,41000
203175,1,32,0,12,10.5,999,0,4,1,19,88,88,1,0,3000
36842,0,42,0,14,10.75,462,0,4,1,9,6,2,0,0,52000
915531,0,32,0,12,11.25,599,0,4,1,2,28,9,1,0,70000
28028,0,32,0,16,10.75,462,0,4,1,7,3,1,0,0,51000
